age,education,marital-status,relationship,sex,income
36.0,,,,Male,
32.0,,Married-civ-spouse,Husband,Male,<=50K
29.0,HS-grad,Never-married,Not-in-family,,
43.0,Bachelors,Never-married,Not-in-family,Male,<=50K
51.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
42.0,5th-6th,Married-civ-spouse,,,<=50K
32.0,12th,Never-married,Unmarried,,<=50K
34.0,Some-college,Never-married,,,
51.0,Assoc-voc,Married-civ-spouse,Husband,Male,
38.0,,Married-civ-spouse,Husband,Male,
21.0,HS-grad,Never-married,Own-child,Male,<=50K
33.0,,Never-married,Not-in-family,,<=50K
,HS-grad,Married-civ-spouse,Husband,,<=50K
32.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
38.0,Assoc-voc,Never-married,,Male,<=50K
27.0,HS-grad,Married-civ-spouse,,Male,
35.0,Some-college,Married-civ-spouse,Husband,Male,
29.0,,Never-married,Not-in-family,,
40.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
46.0,7th-8th,,Husband,,
37.0,HS-grad,Never-married,Unmarried,,<=50K
38.0,,Married-civ-spouse,,Male,
37.0,Some-college,Married-civ-spouse,Husband,,>50K
44.0,Bachelors,Married-civ-spouse,,Male,
25.0,Masters,Never-married,Not-in-family,,
38.0,HS-grad,Never-married,Unmarried,,<=50K
34.0,Assoc-acdm,,Unmarried,,
50.0,,Married-civ-spouse,Husband,,>50K
46.0,Some-college,,Husband,Male,>50K
20.0,5th-6th,,,,<=50K
,Assoc-voc,Married-civ-spouse,Husband,Male,
46.0,Doctorate,Married-civ-spouse,Husband,Male,>50K
34.0,Assoc-acdm,,Not-in-family,,
61.0,HS-grad,,Husband,Male,<=50K
55.0,Some-college,Divorced,,,<=50K
36.0,HS-grad,Never-married,Not-in-family,,
28.0,Some-college,Never-married,Not-in-family,Female,>50K
22.0,HS-grad,,Not-in-family,Male,<=50K
34.0,Some-college,Never-married,Own-child,Female,
,Some-college,Never-married,Not-in-family,Male,<=50K
27.0,HS-grad,,Own-child,Female,
43.0,,Married-civ-spouse,Husband,,<=50K
55.0,10th,Married-civ-spouse,Husband,,>50K
39.0,10th,,,Female,<=50K
20.0,,Never-married,Own-child,Male,<=50K
38.0,HS-grad,Never-married,Not-in-family,Male,
30.0,Some-college,Never-married,Not-in-family,Male,<=50K
21.0,11th,Never-married,Own-child,,<=50K
60.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
43.0,,Never-married,Not-in-family,,
36.0,,Married-civ-spouse,Husband,,>50K
23.0,,Never-married,,,<=50K
57.0,Some-college,Married-civ-spouse,Husband,,>50K
25.0,,Never-married,Other-relative,Male,<=50K
38.0,HS-grad,,Unmarried,Female,
22.0,HS-grad,Married-civ-spouse,,,
23.0,5th-6th,Never-married,,Male,
,,Never-married,Not-in-family,,<=50K
28.0,Some-college,,Not-in-family,Male,
17.0,11th,Never-married,Own-child,Female,<=50K
21.0,Some-college,Never-married,Own-child,,<=50K
49.0,Masters,Married-civ-spouse,Husband,,<=50K
37.0,12th,,Own-child,,<=50K
23.0,,Never-married,Own-child,,<=50K
38.0,,Married-civ-spouse,Husband,,
34.0,Bachelors,Married-civ-spouse,Wife,,>50K
21.0,HS-grad,Never-married,,Female,<=50K
27.0,Some-college,Married-civ-spouse,,,>50K
57.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
22.0,HS-grad,Never-married,,Male,
20.0,Some-college,Never-married,Not-in-family,,<=50K
49.0,Some-college,,Wife,,
38.0,HS-grad,,Husband,Male,<=50K
,Bachelors,,Husband,Male,<=50K
44.0,,Married-civ-spouse,Husband,Male,
37.0,Some-college,Married-civ-spouse,Wife,Female,
57.0,,,Not-in-family,,
56.0,7th-8th,Never-married,Own-child,,<=50K
41.0,Assoc-acdm,,Not-in-family,Male,<=50K
50.0,,,Husband,,<=50K
33.0,,,Not-in-family,Male,
29.0,,Married-civ-spouse,Husband,,
,Bachelors,Married-civ-spouse,Husband,,>50K
35.0,,Married-civ-spouse,Husband,Male,
36.0,HS-grad,,Unmarried,,<=50K
45.0,Doctorate,,Unmarried,,
30.0,Assoc-acdm,Never-married,Own-child,,
35.0,HS-grad,Married-civ-spouse,,,<=50K
27.0,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
22.0,,,Not-in-family,Male,
24.0,,Never-married,,,<=50K
47.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
47.0,Some-college,Married-civ-spouse,Husband,Male,>50K
18.0,11th,Never-married,Own-child,,
18.0,Some-college,Never-married,Own-child,Male,<=50K
31.0,HS-grad,Divorced,Not-in-family,,>50K
43.0,,Divorced,Unmarried,,<=50K
45.0,HS-grad,Married-civ-spouse,Husband,,<=50K
39.0,,Married-civ-spouse,,,
30.0,Bachelors,,Not-in-family,Male,
22.0,Some-college,Never-married,Not-in-family,,
30.0,HS-grad,,Husband,Male,<=50K
36.0,Doctorate,Married-civ-spouse,Husband,,
20.0,Assoc-acdm,Never-married,Not-in-family,Male,
61.0,1st-4th,,Husband,,<=50K
27.0,,,Husband,Male,
,Some-college,Married-civ-spouse,Husband,Male,>50K
60.0,,,Husband,Male,
,Bachelors,Divorced,Not-in-family,Female,
35.0,HS-grad,Divorced,Not-in-family,Male,<=50K
40.0,,Married-civ-spouse,,Male,
20.0,,,Other-relative,Male,
47.0,Masters,Married-civ-spouse,Husband,,<=50K
40.0,Assoc-acdm,Divorced,Not-in-family,,
20.0,HS-grad,Never-married,Own-child,Male,<=50K
75.0,Some-college,Married-civ-spouse,Husband,,<=50K
25.0,,,Own-child,,<=50K
47.0,,Married-civ-spouse,,Male,
29.0,Assoc-acdm,,Unmarried,,>50K
34.0,HS-grad,Married-civ-spouse,,,
45.0,,Separated,,,<=50K
23.0,,Never-married,,Male,<=50K
46.0,,Widowed,Unmarried,,<=50K
41.0,,Divorced,Not-in-family,Female,
29.0,,Married-civ-spouse,Husband,Male,
17.0,11th,Never-married,Own-child,,<=50K
39.0,9th,Married-civ-spouse,Husband,Male,
37.0,HS-grad,Never-married,Unmarried,,<=50K
34.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
,HS-grad,Never-married,Not-in-family,Male,<=50K
18.0,,,Own-child,Female,
52.0,Assoc-voc,Married-civ-spouse,Husband,,>50K
42.0,,,Wife,Female,
22.0,5th-6th,,Husband,,<=50K
66.0,Some-college,Divorced,Not-in-family,,
35.0,HS-grad,,Husband,Male,<=50K
40.0,,Never-married,Not-in-family,Male,
21.0,,Divorced,,,
51.0,,Divorced,Unmarried,Male,<=50K
34.0,,Married-civ-spouse,Husband,,<=50K
24.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
43.0,,Married-spouse-absent,Unmarried,,<=50K
34.0,Bachelors,Married-civ-spouse,Wife,Female,>50K
42.0,,Never-married,Unmarried,Female,<=50K
41.0,Assoc-voc,Never-married,Not-in-family,Male,
21.0,HS-grad,Never-married,,Female,<=50K
64.0,7th-8th,Married-civ-spouse,Husband,,
,HS-grad,Never-married,Not-in-family,,<=50K
23.0,Some-college,Never-married,,,<=50K
29.0,HS-grad,,Husband,Male,<=50K
44.0,HS-grad,Divorced,Unmarried,,<=50K
28.0,Bachelors,Married-civ-spouse,Husband,Male,
33.0,HS-grad,,,Male,>50K
35.0,,Married-civ-spouse,Husband,,<=50K
41.0,,Married-spouse-absent,Not-in-family,Female,
42.0,,Married-civ-spouse,,Male,>50K
51.0,Some-college,Married-civ-spouse,Husband,,>50K
32.0,11th,Never-married,Unmarried,,<=50K
37.0,HS-grad,Never-married,Own-child,,
,,Never-married,,Female,
24.0,Assoc-voc,Never-married,Own-child,Female,
29.0,Some-college,Divorced,Unmarried,Female,
45.0,,Married-civ-spouse,,Male,<=50K
52.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
35.0,HS-grad,Never-married,Not-in-family,,
46.0,Bachelors,Divorced,Not-in-family,Female,
63.0,HS-grad,Widowed,Unmarried,Male,>50K
32.0,Bachelors,,Wife,,
24.0,HS-grad,,,Female,<=50K
72.0,,Married-civ-spouse,Husband,Male,
35.0,,Never-married,Unmarried,Male,
,Bachelors,,Not-in-family,Female,
35.0,Bachelors,,,,>50K
,,,,Male,
,Bachelors,Married-civ-spouse,,Male,>50K
36.0,HS-grad,Never-married,Not-in-family,Female,
53.0,,,Husband,Male,>50K
49.0,HS-grad,Married-civ-spouse,Husband,,<=50K
60.0,,,Husband,Male,
18.0,,,Own-child,,<=50K
21.0,Some-college,Never-married,Own-child,Male,<=50K
42.0,10th,Never-married,,,<=50K
25.0,Masters,Never-married,,,<=50K
32.0,HS-grad,Married-civ-spouse,Husband,Male,
25.0,,Married-civ-spouse,Husband,Male,<=50K
47.0,,Married-civ-spouse,Husband,,>50K
30.0,Assoc-voc,Never-married,,Female,<=50K
21.0,Assoc-acdm,,Own-child,Female,<=50K
38.0,Bachelors,Married-civ-spouse,,Male,
34.0,HS-grad,Married-civ-spouse,Husband,,<=50K
37.0,,Never-married,Not-in-family,Female,<=50K
,,Married-civ-spouse,Wife,Female,>50K
52.0,Assoc-voc,Married-civ-spouse,Husband,,
23.0,Bachelors,Never-married,Own-child,,
29.0,,Married-civ-spouse,,,<=50K
45.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
23.0,,Never-married,Not-in-family,,
45.0,,Married-civ-spouse,Husband,,
30.0,,,Not-in-family,,<=50K
45.0,Bachelors,Married-civ-spouse,Husband,,
,HS-grad,,,,<=50K
23.0,Some-college,Married-civ-spouse,Husband,,
24.0,,Never-married,,,
,,Widowed,Unmarried,,
42.0,HS-grad,Divorced,,Male,<=50K
72.0,Some-college,Widowed,Not-in-family,,
21.0,Some-college,Never-married,Own-child,Female,<=50K
57.0,Bachelors,Married-civ-spouse,Husband,,>50K
24.0,,,Husband,Male,
27.0,HS-grad,,Husband,,<=50K
54.0,,Married-civ-spouse,,Male,<=50K
42.0,HS-grad,,Husband,Male,
17.0,9th,,Own-child,Male,<=50K
48.0,,,Husband,Male,>50K
39.0,Bachelors,Divorced,Not-in-family,Female,<=50K
41.0,Bachelors,,Husband,,
50.0,,Married-civ-spouse,,,<=50K
57.0,HS-grad,Divorced,Not-in-family,,<=50K
44.0,Doctorate,Married-civ-spouse,Husband,,
20.0,HS-grad,Never-married,Not-in-family,,<=50K
49.0,,Married-civ-spouse,Husband,Male,<=50K
44.0,Assoc-acdm,,Unmarried,Female,
,Assoc-voc,Never-married,Not-in-family,Male,
18.0,,Never-married,,,<=50K
18.0,12th,Never-married,Own-child,,<=50K
51.0,HS-grad,,,Female,
28.0,Bachelors,,Not-in-family,Female,
39.0,,Married-civ-spouse,Wife,Female,>50K
25.0,,Married-civ-spouse,Husband,,
41.0,Prof-school,Married-civ-spouse,Husband,,>50K
39.0,Some-college,Married-civ-spouse,Husband,Male,>50K
42.0,11th,Separated,,,
,,Never-married,Not-in-family,,
63.0,10th,Married-civ-spouse,Husband,,<=50K
47.0,,,,,
27.0,,Married-civ-spouse,Husband,Male,<=50K
39.0,Masters,Married-civ-spouse,,Male,>50K
,Some-college,Never-married,Own-child,,
49.0,HS-grad,,Not-in-family,,
70.0,HS-grad,Married-civ-spouse,Husband,Male,
46.0,HS-grad,Married-civ-spouse,,,
47.0,,Married-civ-spouse,,,>50K
35.0,9th,Never-married,Not-in-family,,<=50K
24.0,HS-grad,Never-married,Not-in-family,,<=50K
22.0,,Never-married,,,
43.0,Bachelors,Divorced,Not-in-family,Female,
60.0,Masters,Married-civ-spouse,Husband,,>50K
53.0,11th,Married-civ-spouse,Husband,Male,>50K
47.0,,Divorced,Unmarried,Female,<=50K
34.0,Some-college,,,Male,<=50K
37.0,Assoc-voc,Never-married,Not-in-family,,
35.0,HS-grad,Never-married,Own-child,,
23.0,,Never-married,Not-in-family,Female,<=50K
27.0,,Married-civ-spouse,Own-child,Female,<=50K
29.0,HS-grad,Never-married,Other-relative,,<=50K
23.0,Some-college,Never-married,Not-in-family,,<=50K
35.0,HS-grad,,Not-in-family,,<=50K
18.0,,Never-married,,,<=50K
27.0,Bachelors,Never-married,,,<=50K
56.0,Some-college,,Not-in-family,Female,<=50K
,HS-grad,Never-married,Not-in-family,Female,<=50K
31.0,Bachelors,Married-civ-spouse,,Male,
18.0,Some-college,Never-married,Unmarried,Male,<=50K
25.0,Assoc-acdm,Never-married,Not-in-family,Female,
36.0,Some-college,Never-married,Unmarried,Female,<=50K
38.0,,Divorced,Not-in-family,,
52.0,,,Not-in-family,Male,
23.0,,Never-married,Unmarried,Male,<=50K
,,,Husband,,
34.0,,,Unmarried,,
46.0,,Married-civ-spouse,Husband,,>50K
26.0,,Married-spouse-absent,Not-in-family,Male,
47.0,HS-grad,,Husband,Male,
21.0,,Never-married,Own-child,Female,<=50K
65.0,,Divorced,Not-in-family,,<=50K
31.0,HS-grad,,Husband,Male,<=50K
,HS-grad,Married-civ-spouse,Wife,Female,>50K
68.0,HS-grad,Married-civ-spouse,Husband,,<=50K
26.0,,Never-married,Other-relative,Female,
,HS-grad,,Not-in-family,,<=50K
49.0,,Married-civ-spouse,,Male,>50K
42.0,Bachelors,Married-civ-spouse,Wife,,>50K
39.0,Masters,,Husband,,>50K
31.0,9th,Married-civ-spouse,,Male,<=50K
28.0,Bachelors,,,,<=50K
36.0,Bachelors,Divorced,Not-in-family,Female,
42.0,Some-college,Married-civ-spouse,Wife,,>50K
62.0,HS-grad,Married-civ-spouse,Husband,,
21.0,,,Own-child,Male,
21.0,Some-college,Never-married,Own-child,Female,<=50K
60.0,,Married-civ-spouse,Husband,,<=50K
22.0,Some-college,Never-married,Own-child,Female,
30.0,10th,,Husband,Male,<=50K
64.0,HS-grad,Widowed,Not-in-family,Female,
28.0,Bachelors,Married-civ-spouse,Wife,,
41.0,,Married-civ-spouse,Husband,,
25.0,,Never-married,Other-relative,,<=50K
27.0,,,Husband,Male,<=50K
40.0,Assoc-acdm,Married-civ-spouse,Husband,,<=50K
58.0,Some-college,Married-civ-spouse,,Male,>50K
31.0,Prof-school,,Not-in-family,Female,<=50K
50.0,,Widowed,Unmarried,Female,
27.0,,Separated,Unmarried,,
31.0,HS-grad,Never-married,Own-child,Male,<=50K
50.0,Bachelors,Married-civ-spouse,,Male,<=50K
45.0,,Married-civ-spouse,Husband,Male,
33.0,,Never-married,,Male,
,Some-college,Divorced,Not-in-family,Male,
38.0,,Married-civ-spouse,Husband,Male,<=50K
19.0,Some-college,Never-married,Own-child,Female,<=50K
,,Married-civ-spouse,Wife,,<=50K
,Some-college,Divorced,Own-child,Female,<=50K
,HS-grad,Married-civ-spouse,Husband,Male,>50K
49.0,Some-college,Divorced,,Male,<=50K
53.0,,,Husband,Male,>50K
45.0,Some-college,Married-civ-spouse,Husband,,>50K
24.0,Some-college,,Own-child,,
,Assoc-voc,,,Female,
24.0,Some-college,,Own-child,Female,
38.0,Bachelors,Married-civ-spouse,,Male,>50K
25.0,Assoc-voc,,,,<=50K
51.0,10th,,,Male,
17.0,11th,,Own-child,Female,
19.0,,,Own-child,Female,<=50K
38.0,Some-college,Married-civ-spouse,Husband,,>50K
60.0,HS-grad,,Not-in-family,Female,
29.0,,Never-married,Not-in-family,Male,<=50K
,Some-college,Widowed,,Female,
28.0,,Married-civ-spouse,Wife,Female,
36.0,,Married-civ-spouse,Husband,Male,
57.0,,,Husband,,
24.0,Assoc-acdm,Never-married,,,<=50K
,Assoc-acdm,Never-married,Not-in-family,Female,
29.0,Prof-school,Married-civ-spouse,Husband,Male,>50K
67.0,Prof-school,,Husband,Male,
20.0,HS-grad,Never-married,,,<=50K
21.0,Some-college,Never-married,Own-child,Male,
20.0,10th,Never-married,Own-child,Male,<=50K
,Assoc-acdm,Married-civ-spouse,,,>50K
20.0,Some-college,Never-married,Own-child,Female,<=50K
19.0,HS-grad,Never-married,Own-child,,<=50K
34.0,,Married-civ-spouse,Husband,,<=50K
40.0,Bachelors,,Unmarried,Female,<=50K
33.0,Some-college,,Unmarried,,
36.0,Some-college,,Not-in-family,,<=50K
43.0,,Divorced,Not-in-family,Male,>50K
41.0,HS-grad,,Unmarried,,
34.0,,Married-civ-spouse,Husband,Male,
33.0,,Married-civ-spouse,Husband,,>50K
47.0,HS-grad,Married-civ-spouse,Husband,,
41.0,1st-4th,,Husband,Male,
,HS-grad,,,Male,>50K
28.0,Bachelors,Never-married,Own-child,Male,
62.0,HS-grad,,Husband,Male,
29.0,HS-grad,Divorced,,,
,,Divorced,Not-in-family,,
28.0,HS-grad,Never-married,Not-in-family,,
57.0,HS-grad,Divorced,Not-in-family,Female,<=50K
22.0,,Never-married,Own-child,Female,
28.0,,,Not-in-family,Female,<=50K
24.0,,Never-married,Not-in-family,,<=50K
54.0,Bachelors,Divorced,Not-in-family,,>50K
22.0,,Separated,Not-in-family,,
36.0,Bachelors,,Unmarried,Female,
50.0,Some-college,,,Female,<=50K
18.0,11th,,Own-child,Male,
52.0,Assoc-acdm,Married-civ-spouse,Husband,,
41.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
21.0,HS-grad,Never-married,Not-in-family,Female,
36.0,,Never-married,Not-in-family,,<=50K
34.0,Bachelors,,Not-in-family,Female,
21.0,,Never-married,Own-child,,<=50K
46.0,HS-grad,,,,
57.0,Some-college,Married-civ-spouse,Husband,Male,
61.0,,Never-married,Unmarried,Female,
22.0,,Never-married,Own-child,,
33.0,11th,Divorced,Own-child,Male,
,Prof-school,Married-civ-spouse,Wife,Female,>50K
43.0,Masters,Divorced,Unmarried,Female,
25.0,Assoc-acdm,Married-civ-spouse,Wife,,
17.0,10th,Never-married,,Male,<=50K
45.0,Assoc-voc,Married-civ-spouse,Husband,Male,>50K
30.0,Prof-school,Never-married,,Male,<=50K
40.0,,Never-married,Not-in-family,,
31.0,Masters,,,Male,<=50K
42.0,,Married-civ-spouse,Husband,,
53.0,HS-grad,Married-civ-spouse,Husband,,
37.0,,Married-civ-spouse,Husband,,<=50K
,HS-grad,,Unmarried,,
,Some-college,Married-civ-spouse,Wife,Female,>50K
36.0,,Divorced,Own-child,Female,<=50K
46.0,Some-college,Divorced,Unmarried,Female,<=50K
46.0,Bachelors,,Husband,Male,
32.0,9th,Married-civ-spouse,Husband,Male,
17.0,,,Own-child,,
42.0,Bachelors,,Not-in-family,Male,<=50K
37.0,HS-grad,Never-married,Not-in-family,,<=50K
29.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
54.0,Bachelors,,Husband,,>50K
,,Married-civ-spouse,Husband,Male,<=50K
46.0,,,Husband,Male,<=50K
24.0,,Married-civ-spouse,,Male,<=50K
,,Married-civ-spouse,Husband,,
59.0,,Married-civ-spouse,Husband,Male,<=50K
33.0,,Married-civ-spouse,Husband,Male,>50K
35.0,HS-grad,Divorced,Unmarried,Female,
,HS-grad,Married-civ-spouse,Husband,Male,<=50K
26.0,HS-grad,Never-married,Other-relative,,<=50K
55.0,,Married-civ-spouse,,Male,<=50K
46.0,,,Not-in-family,Female,
44.0,,Married-civ-spouse,,Male,>50K
30.0,Assoc-voc,Married-civ-spouse,Husband,,<=50K
24.0,Some-college,Never-married,Own-child,Male,
32.0,10th,Married-spouse-absent,Not-in-family,Female,
35.0,Bachelors,Never-married,,Female,<=50K
67.0,,Married-civ-spouse,Husband,,
56.0,Bachelors,Married-civ-spouse,Husband,,
26.0,,Never-married,Not-in-family,Male,
46.0,Assoc-acdm,Widowed,Unmarried,Female,<=50K
,,Married-civ-spouse,,,
38.0,Some-college,Divorced,Not-in-family,,<=50K
31.0,HS-grad,Divorced,Unmarried,Male,<=50K
53.0,HS-grad,,,,
27.0,,Never-married,Not-in-family,Male,
39.0,Bachelors,,Not-in-family,,<=50K
,HS-grad,Never-married,Own-child,Male,
37.0,Some-college,,Husband,,>50K
20.0,HS-grad,Never-married,Own-child,Male,
60.0,HS-grad,,Husband,,
51.0,Assoc-voc,Divorced,,Female,<=50K
57.0,Prof-school,Divorced,Not-in-family,,>50K
59.0,Some-college,Married-civ-spouse,Husband,Male,
37.0,,,,Male,<=50K
35.0,HS-grad,Married-civ-spouse,Wife,,<=50K
43.0,Some-college,Married-civ-spouse,Husband,Male,>50K
17.0,12th,,Own-child,Male,
45.0,Bachelors,Married-civ-spouse,Husband,Male,
,HS-grad,Never-married,,Female,
52.0,,,Other-relative,,<=50K
18.0,Some-college,Never-married,Own-child,,
20.0,Some-college,Never-married,Own-child,Male,
34.0,HS-grad,Never-married,Not-in-family,,<=50K
19.0,,Never-married,,Female,
18.0,,,Own-child,,
17.0,,,,Male,
30.0,,,Not-in-family,Female,
29.0,,,,Female,<=50K
30.0,Some-college,Divorced,Not-in-family,Male,
18.0,,Never-married,Own-child,Male,<=50K
50.0,Bachelors,Divorced,,Female,<=50K
22.0,,,Other-relative,,<=50K
21.0,,Never-married,,Female,<=50K
,9th,,,Male,
20.0,Some-college,Never-married,Other-relative,Female,<=50K
,Assoc-acdm,,Not-in-family,Female,<=50K
,Some-college,Divorced,Not-in-family,Female,<=50K
38.0,Assoc-acdm,Married-civ-spouse,Husband,,>50K
32.0,,Separated,Unmarried,Female,
55.0,Bachelors,Married-civ-spouse,,Female,<=50K
38.0,Masters,,,Male,>50K
34.0,11th,Never-married,,,<=50K
28.0,HS-grad,Never-married,Own-child,Male,<=50K
26.0,Some-college,Never-married,,,<=50K
41.0,HS-grad,Married-civ-spouse,Husband,,<=50K
61.0,Doctorate,Married-civ-spouse,Husband,Male,>50K
75.0,,Married-civ-spouse,Husband,Male,
21.0,Assoc-voc,Married-civ-spouse,Other-relative,Female,<=50K
,,Married-civ-spouse,Husband,,>50K
49.0,,Married-civ-spouse,Husband,,>50K
26.0,HS-grad,Married-civ-spouse,Husband,Male,
39.0,7th-8th,Never-married,Own-child,Male,<=50K
,,Never-married,,,
56.0,,Married-civ-spouse,Husband,Male,<=50K
17.0,,Never-married,Own-child,Male,
,,Married-civ-spouse,Husband,,>50K
23.0,Assoc-voc,Married-civ-spouse,Own-child,Female,
28.0,HS-grad,Never-married,Not-in-family,,<=50K
57.0,,Married-civ-spouse,Husband,Male,
42.0,Bachelors,,Husband,,>50K
25.0,Bachelors,Divorced,Not-in-family,,<=50K
22.0,Bachelors,Never-married,Not-in-family,Male,
39.0,HS-grad,Married-civ-spouse,Husband,Male,
54.0,,Married-civ-spouse,Wife,Female,>50K
41.0,Bachelors,Divorced,Not-in-family,Male,
43.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
19.0,HS-grad,Never-married,,,
35.0,Some-college,,Husband,,<=50K
34.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
19.0,HS-grad,Separated,Unmarried,Female,<=50K
33.0,,Divorced,Unmarried,Female,
33.0,Some-college,Never-married,Not-in-family,,
49.0,Masters,Married-civ-spouse,Husband,Male,
31.0,HS-grad,Divorced,Unmarried,,
69.0,HS-grad,Married-civ-spouse,,,<=50K
41.0,,Married-civ-spouse,Husband,Male,
24.0,HS-grad,Separated,Unmarried,Female,<=50K
,,,Unmarried,,
63.0,Bachelors,Married-civ-spouse,Husband,,>50K
75.0,Some-college,Married-civ-spouse,,,
34.0,HS-grad,Never-married,Unmarried,,<=50K
69.0,Bachelors,Married-civ-spouse,Husband,,>50K
33.0,,Never-married,Not-in-family,,
44.0,HS-grad,Never-married,,Female,
45.0,Bachelors,,Husband,,>50K
18.0,,Never-married,Own-child,Female,
48.0,HS-grad,Divorced,Not-in-family,Female,
43.0,,Married-civ-spouse,Husband,Male,
,,Married-civ-spouse,Husband,,
35.0,HS-grad,Never-married,Unmarried,Male,<=50K
34.0,Some-college,,,,
48.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
54.0,HS-grad,Widowed,Unmarried,Female,
57.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
21.0,HS-grad,Never-married,Own-child,,<=50K
28.0,,Married-civ-spouse,Husband,,
51.0,,Married-civ-spouse,Husband,Male,
34.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
41.0,Some-college,Married-civ-spouse,Husband,,>50K
21.0,Some-college,Never-married,Not-in-family,Female,<=50K
26.0,,,Husband,,>50K
66.0,,Never-married,Not-in-family,Female,
40.0,Doctorate,,Husband,Male,
48.0,Assoc-acdm,Divorced,Unmarried,,<=50K
44.0,Bachelors,Divorced,,Male,<=50K
41.0,HS-grad,Married-civ-spouse,,Male,<=50K
41.0,Bachelors,Married-civ-spouse,,,>50K
55.0,,,Husband,,
,Bachelors,Divorced,,Male,
51.0,Assoc-voc,Married-civ-spouse,Husband,Male,>50K
31.0,,Married-civ-spouse,Husband,Male,<=50K
,Bachelors,Married-spouse-absent,Not-in-family,,
51.0,HS-grad,Married-civ-spouse,Wife,,<=50K
31.0,HS-grad,,,Male,
18.0,Some-college,Never-married,Own-child,Male,<=50K
60.0,HS-grad,Divorced,,Female,<=50K
29.0,,Never-married,Not-in-family,,<=50K
33.0,HS-grad,Never-married,Not-in-family,Male,
34.0,5th-6th,Married-civ-spouse,,Male,<=50K
40.0,,Never-married,Own-child,Male,<=50K
57.0,Some-college,Divorced,Not-in-family,,<=50K
55.0,Bachelors,,Wife,Female,
40.0,,Married-civ-spouse,Husband,,
26.0,Bachelors,Never-married,Not-in-family,Female,<=50K
29.0,Some-college,,Husband,,<=50K
,,,Wife,Female,
,Masters,Never-married,Not-in-family,Male,>50K
,,,Husband,,
65.0,11th,Widowed,Not-in-family,Female,<=50K
19.0,Some-college,Never-married,Own-child,,<=50K
35.0,HS-grad,Married-civ-spouse,Husband,,
28.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
34.0,HS-grad,Married-civ-spouse,Husband,,<=50K
61.0,Assoc-voc,Married-civ-spouse,Husband,Male,
63.0,HS-grad,Married-civ-spouse,Wife,,<=50K
47.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
31.0,Some-college,Divorced,Not-in-family,,<=50K
18.0,Some-college,Never-married,Own-child,Male,
29.0,,Married-civ-spouse,Husband,,
59.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
50.0,Masters,Divorced,Not-in-family,,>50K
49.0,,,Husband,Male,<=50K
,,,Husband,,>50K
35.0,Masters,Married-civ-spouse,,Male,>50K
48.0,,Divorced,Not-in-family,Male,<=50K
21.0,,Never-married,Own-child,,
41.0,HS-grad,Separated,Not-in-family,,<=50K
56.0,Some-college,Married-civ-spouse,Husband,,<=50K
,12th,,Unmarried,Male,<=50K
53.0,HS-grad,Divorced,Unmarried,Female,
23.0,HS-grad,,,,
,7th-8th,Married-civ-spouse,,Male,<=50K
61.0,,Married-civ-spouse,Husband,Male,<=50K
29.0,Some-college,Married-civ-spouse,,Male,
22.0,HS-grad,Never-married,,,<=50K
43.0,Bachelors,Married-civ-spouse,,,
31.0,,,Not-in-family,Male,<=50K
90.0,HS-grad,Married-civ-spouse,Husband,Male,
53.0,,Divorced,,Female,
22.0,,,Own-child,,
55.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
34.0,,Never-married,Not-in-family,Female,
28.0,Some-college,Married-civ-spouse,,Male,<=50K
22.0,Some-college,,Not-in-family,Female,
36.0,HS-grad,Never-married,Not-in-family,Female,
33.0,Bachelors,Separated,,,
17.0,10th,Never-married,,Female,<=50K
38.0,11th,Divorced,,,
60.0,Assoc-voc,,,Male,
34.0,Bachelors,Married-civ-spouse,Husband,,
72.0,HS-grad,Married-civ-spouse,,,<=50K
57.0,5th-6th,Married-civ-spouse,Husband,,<=50K
39.0,HS-grad,Divorced,Not-in-family,Male,
50.0,,Married-civ-spouse,Husband,,
45.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
37.0,,Separated,Not-in-family,,<=50K
27.0,Some-college,,Not-in-family,Male,
43.0,,Divorced,Not-in-family,,
,,Divorced,Unmarried,,<=50K
20.0,Masters,,,,<=50K
44.0,Masters,,Unmarried,,<=50K
